,SriLanka_creole,phonetic_transcription,Portuguese_definition,Portuguese_IPA,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
1616,offiço,ofiso,"imprensa, tipografia",,"press, typography",noun,English,Old Portuguese,,"Ojficina, oíficio, offioia, of-fiço, imprensa, typographia. Officina: port. arch. Nos outros infl. do ingl. office.","imprensa, typographia",,167.0
1617,Ogo,ogo,ovo,,egg,noun,,,,"Ogo, ovo. Cfr. nogo.",ovo,,167.0
1618,Oitórè,ojtoːɾeː,oito horas,,eight hours.,numeral,,,Istori de San Clear,"Oitórè (5. C), oito horas.— Por crase.",oito horas,,167.0
1619,Olhà,oʎaː,"olhar, ver",,"look, see",verb,"Capeverdean creole, Guinea-Bissau kryol, Macao creole",,,"Olliâ,, oljà (fórm. mod.), oyá (p. us.), olhar (transitivo), ver (desus.); eis (desus.). Dial. mac. olá. — Ollia, oljo, ojo (p. us.), olho. Dial. cabguin. ojo.","olhar, ver",,167.0
1620,Olyà,olʲaː,"olhar, ver",,"look, see",verb,"Capeverdean creole, Guinea-Bissau kryol, Macao creole",,,"Olliâ,, oljà (fórm. mod.), oyá (p. us.), olhar (transitivo), ver (desus.); eis (desus.). Dial. mac. olá. — Ollia, oljo, ojo (p. us.), olho. Dial. cabguin. ojo.","olhar, ver",,167.0
1621,oyà,ojaː,"olhar, ver",,"look, see",verb,"Capeverdean creole, Guinea-Bissau kryol, Macao creole",,,"Olliâ,, oljà (fórm. mod.), oyá (p. us.), olhar (transitivo), ver (desus.); eis (desus.). Dial. mac. olá. — Ollia, oljo, ojo (p. us.), olho. Dial. cabguin. ojo.","olhar, ver",,167.0
1622,Olyo,olʲo,hoje,ô.je,today,adverb,,,,"Oljo (fórm. mod.), hoje. Mais us. hojo.",hoje,forma moderna,167.0
1623,Ómber,oːmbeɾ,ombro,,shoulder,noun,,,,"Ómber, hombro. Cfr. cám-ber, sómber.",ombro,,167.0
1624,Omóris,omoːɾis,humores,,moods,noun,,,Cantigas,Omóris {Cant.}^ humores.,humores,,167.0
1625,Omp,omp,tio,,uncle,noun,Dutch,,,"Omp, ompi, tio.— HoU. oom?",tio,,167.0
1626,ompi,ompi,tio,,uncle,noun,Dutch,,,"Omp, ompi, tio.— HoU. oom?",tio,,167.0
1627,Ontà,ontaː,untar,ũ.ˈtaɾ,anoint,verb,,Dialetal Portuguese Alentejo,,"Ontà, untar. — Ontar: dial. alemtej.",untar,,167.0
1628,Onte,onte,ontem,ˈõ.tɐ̃j̃,yesterday,adverb,"Cochin creole, Singapore creole",,,"Onte, ónti, ónta, hontem. Onte: dial. coch. Dial. singp. hónti.",ontem,,167.0
1629,ónti,oːnti,ontem,ˈõ.tɐ̃j̃,yesterday,adverb,"Cochin creole, Singapore creole",,,"Onte, ónti, ónta, hontem. Onte: dial. coch. Dial. singp. hónti.",ontem,,167.0
1630,ónta,oːnta,ontem,ˈõ.tɐ̃j̃,yesterday,adverb,"Cochin creole, Singapore creole",,,"Onte, ónti, ónta, hontem. Onte: dial. coch. Dial. singp. hónti.",ontem,,167.0
1631,Onzimo,onzimo,undécimo,,a tenth,numeral,,,,"Onzimo, undécimo. Cfr. de-pvio.",undécimo,,167.0
1632,Oppressà,opɾesaː,oprimir,,oppress,verb,English,,,"Oppressà (A^. J"".), oppri-mir. — Ingl. to oppress.",opprimir,,167.0
1633,Oratória,oɾatoːɾia,oratório,ɔ.ɾɐ.ˈtɔ.ɾju,oratory,noun,,,,"Oratória, oratório.",oratório,,167.0
1634,Orde,oɾde,ordem,,order,noun,,Dialectal Portuguese,,"Orde, órdi, ordem. — Port. Dialetal Portuguese.",ordem,,167.0
1635,órdi,oːɾdi,ordem,,order,noun,,Dialectal Portuguese,,"Orde, órdi, ordem. — Port. Dialetal Portuguese.",ordem,,167.0
1636,Ordinà,oɾdinaː,ordenar,ɔɾ.dɨ.ˈnaɾ,order,verb,,Old Portuguese,,"Ordinà, ordenar. Ordinan-cias {Baut.)^ ordenanças. — Ordinar: port. arch.",ordenar,,167.0
1637,Ordinancias,oɾdinansias,ordenanças,,"orders, laws",noun,,,Bautismo,,ordenanças,,
1638,Oriente,oɾiente,"oriente, oriental",,east,noun,,,,"Oriente, oriente; oriental.","oriente, oriental",,167.0
1639,Orlozo,oɾlozo,relógio,,clock,noun,Sinhala,Dialetal Portuguese Alentejo,,"Orlozo, relógio. T. em singl. — Dial. alemtej. rolojo.",relógio,,167.0
1640,Orphano,oɾfano,órfão,,orphan,noun,English,,,"Orphano, órfão. — Infl. do ingl. orphan? Cfr. capitano.",órfão,,167.0
1641,Ortelão,oɾtelaːo,hortelã,ɔɾ.tɨ.ˈlɐ̃,mint,noun,,,,"Ortelão, hortelã.",hortelã,,167.0
1642,Orvai,oɾʋai,orvalho,ɔɾ.ˈva.ʎu,dew,noun,Diu creole,,,"Orvai, oravai, orvalho. Dial. div. vuruvalh. Cfr. cara' vão, travai.",orvalho,,167.0
1643,oravai,oɾaʋai,orvalho,ɔɾ.ˈva.ʎu,dew,noun,Diu creole,,,"Orvai, oravai, orvalho. Dial. div. vuruvalh. Cfr. cara' vão, travai.",orvalho,,167.0
1644,Otro,otɾo,outro,ˈow.tɾu,other,pronoun,Macao creole,,,"Otro, outrè (p. us.), outro (t. us.). Otro: dial. mac.",outro,pouco usado,167.0
1645,outrè,outɾeː,outro,ˈow.tɾu,other,pronoun,Macao creole,,,"Otro, outrè (p. us.), outro (t. us.). Otro: dial. mac.",outro,pouco usado,167.0
1646,Oudisido,oudizido,obedecido,,obeyed,adjective,,,Istori de San Clear,"Oudisido (5. C), obedecido.",obedecido,,167.0
1647,Ouleiro,ouleiɾo,oleiro,,potter,noun,,,,"Ouleiro, oleiro (t. us.).",oleiro,,167.0
1648,Oura,ouɾa,ouro,o.ɾu,gold,noun,,,,"Oura, óru, ouro (t. us.). Ouro-anjo, anjo de ouro. Ouro-coroacoroa de ouro.",ouro,,167.0
1649,óru,oːɾu,ouro,o.ɾu,gold,noun,,,,"Oura, óru, ouro (t. us.). Ouro-anjo, anjo de ouro. Ouro-coroacoroa de ouro.",ouro,,167.0
1650,Ouro-anjo,ouɾo and̠ʒo,anjo de ouro,,golden angel,noun,,,,,anjo de ouro,,
1651,Ouro-coroa,ouɾo koɾoa,coroa de ouro,,golden crown,noun,,,,,coroa de ouro,,
1652,Ouvida,ouʋida,ouvido,ow.ˈvi.du,ear,noun,,,,"Ouvida, ovido, ovida, ouvido. Ovi, ouvir (mais us.). Ovi: dial. coch.",ouvido,,167.0
1653,ovido,oʋido,ouvido,ow.ˈvi.du,ear,noun,,,,"Ouvida, ovido, ovida, ouvido. Ovi, ouvir (mais us.). Ovi: dial. coch.",ouvido,,167.0
1654,ovida,oʋida,ouvido,ow.ˈvi.du,ear,noun,,,,"Ouvida, ovido, ovida, ouvido. Ovi, ouvir (mais us.). Ovi: dial. coch.",ouvido,,167.0
1655,Ovi,oʋi,ouvir,,listen to,verb,Cochin creole,,,,ouvir,,
1656,Ovelho,oʋeʎo,ovelha,ɔ.ˈvɐj.ʎɐ,sheep,noun,,,,"Ovelho, ovelha.",ovelha,,167.0
1657,Óksigen,oːksid̠ʒen,oxigénio,,oxygen,noun,English,,,"Óxigen, oxigénio.—Ingl.",oxigénio,,167.0
1658,Pacencia,pasensia,"paciência, paciente",,patience patient,noun,"Capeverdean creole, Macao creole",,,"Pacencia, pacénci, pa-ciénci (p. us.), paciência; paciente. Pacencia: dial. mac, cab. Cfr. aiidenci.","paciência, paciente",pouco usado,167.0
1659,pacénci,paseːnsi,"paciência, paciente",,patience patient,noun,"Capeverdean creole, Macao creole",,,"Pacencia, pacénci, pa-ciénci (p. us.), paciência; paciente. Pacencia: dial. mac, cab. Cfr. aiidenci.","paciência, paciente",pouco usado,167.0
1660,paciénci,pasieːnsi,"paciência, paciente",,patience patient,noun,"Capeverdean creole, Macao creole",,,"Pacencia, pacénci, pa-ciénci (p. us.), paciência; paciente. Pacencia: dial. mac, cab. Cfr. aiidenci.","paciência, paciente",pouco usado,167.0
1661,Padaço,padaso,pedaço,pɨ.ˈda.su,"piece, bit",noun,,Dialectal Portuguese,,"Padaço, padas, padaz, pedaço. Padaço: port. Dialetal Portuguese. Cfr. fas,fres. Padás-pau, pedaço de pau.",pedaço,,167.0
1662,padas,padas,pedaço,pɨ.ˈda.su,"piece, bit",noun,,Dialectal Portuguese,,"Padaço, padas, padaz, pedaço. Padaço: port. Dialetal Portuguese. Cfr. fas,fres. Padás-pau, pedaço de pau.",pedaço,,167.0
1663,padaz,padas,pedaço,pɨ.ˈda.su,"piece, bit",noun,,Dialectal Portuguese,,"Padaço, padas, padaz, pedaço. Padaço: port. Dialetal Portuguese. Cfr. fas,fres. Padás-pau, pedaço de pau.",pedaço,,167.0
1664,Padecemento,padesemento,padecimento,,"suffering, pain",noun,,,,"Padecemento, padecimento. — De padece -\- mento.",padecimento,,167.0
1665,Padicé,padiseː,padecer,pɐ.dɨ.ˈseɾ,suffer,verb,,,,"Padicé, padecer (t. us.). Pa-dicemento, padecimento.",padecer,,167.0
1666,Pagà,pagaː,apagar,,delete,verb,Mangalor creole,,,"Paga, apagar. Dial. mangde Mahé.",apagar,,167.0
1667,Pague,page,paga,,pay,noun,,,,"Page (^m), paga (mais us.).",paga,,167.0
1668,Palaço,palaso,palácio,,palace,noun,,,,"Palaso (f), palácio.",palácio,,167.0
1669,Palàver,palaːʋeɾ,palavra,pɐ.ˈla.vɾɐ,word,noun,,,Bautismo,"Palàver, pàlver, pàlvra (Baut.)^ palavra (t. us.). Cfr. ober, lagir.",palavra,,167.0
1670,pàlver,paːlʋeɾ,palavra,pɐ.ˈla.vɾɐ,word,noun,,,Bautismo,"Palàver, pàlver, pàlvra (Baut.)^ palavra (t. us.). Cfr. ober, lagir.",palavra,,167.0
1671,pàlvra,paːlʋɾa,palavra,pɐ.ˈla.vɾɐ,word,noun,,,Bautismo,"Palàver, pàlver, pàlvra (Baut.)^ palavra (t. us.). Cfr. ober, lagir.",palavra,,167.0
1672,Palavrado,palaʋɾado,"apalavrado, desposado",,espoused,adjective,,,,"Palavrado, apalavrado, desposado.","apalavrado, desposado",,167.0
1673,Palmião,palmiaːo,"pela manhã, manhã",,"in the morning, morning",adverb,,,,"Palmião, pela manhã; manhã. De palmião, desde a manhã. Dial. cab. palmanhã. Cfr.","pela manhã, manhã",,167.0
1674,Palmo,palmo,"palmo, palma",,flat of the hand,noun,,,,"Palmo, palmo; palma.","palmo, palma",,168.0
1675,Pamperlão,pampeɾlaːo,altivo,aɫ.ˈti.vu,haughty,adjective,,,,"Pamperlão, altivo.",altivo,,168.0
1676,Pan,pan,pão,ˈpɐ̃w̃,bread,noun,,Old Portuguese,,"Pan (fórm. mod.), pão. — Port. arch. pam.",pão,,168.0
1677,Pancádè,pankaːdeː,pancada,pɐ̃.ˈka.dɐ,blow,noun,,,,"Pancádè, pancado, pancada.",pancada,,168.0
1678,pancado,pankado,pancada,pɐ̃.ˈka.dɐ,blow,noun,,,,"Pancádè, pancado, pancada.",pancada,,168.0
1679,Panhà,paɲaː,apanhar,ɐ.pɐ.ˈɲaɾ,catch,verb,"Capeverdean creole, Macao creole",Beira,,"Panhà, apanhar. Gomm. Dial. mac, cab. Dial. beirão: panhar.",apanhar,,168.0
1680,Panocrua,panokɾua,pano cru,,raw cloth,noun,,,"O Bruffador, ii periódico","Panocrua {Br. 2), panno cru.",pano cru,,168.0
1681,Pap,pap,papa,,porage,noun,,,,"Pap, papa.",papa,,168.0
1682,Papagaia,papagaia,papagaio,,paper,noun,,,,"Papagaia, papagaio.",papagaio,,168.0
1683,Papella,papela,"papel, jornal",,"paper, newspaper",noun,,,,"Papella, papélè, papel; jornal. Cfr. anela.","papel, jornal",,168.0
1684,papélè,papeːleː,"papel, jornal",,"paper, newspaper",noun,,,,"Papella, papélè, papel; jornal. Cfr. anela.","papel, jornal",,168.0
1685,Papiá,papiaː,falar,fɐ.ˈlaɾ,talk,verb,"Capeverdean creole, Papiamentu",,,"Papiá, fallar. Papiação, falia. Papiador, fallador. Gomm. Dial. cabde Coração. — Do port. papear. Gfr. fallâ.",fallar,,168.0
1686,Papiador,papiadoɾ,falador,,talkative,noun,,,,,fallador,,
1687,Papus,papus,"calçado, sapato",,"footwear, shoe",noun,Persian,,,"Paptis, calçado, sapato. —","calçado, sapato",,168.0
1688,Par,paɾ,para,ˈpɐ.ɾɐ,"for, to",preposition,Diu creole,"Diu creole, Daman creole",,"Par, para. Dial. divnort. Mais us. per.",para,,168.0
1689,Pará,paɾaː,"parar, permanecer, morar",,"stop, stay, live",verb,,,,"Pará, parar; permanecer; morar.","parar, permanecer, morar",,168.0
1690,Paràbel,paɾaːbel,parábola,,parable,noun,,,,"Paràbel, parábola.",parábola,,168.0
1691,Parêd,paɾeːd,parada militar,,military parade,noun,English,,,Parade (pron. parêd)parada militar. — Ingl.,parada militar,,168.0
1692,Paradiso,paɾadizo,paraíso,,paradise,noun,English,,,"Paradiso, paraiso (t. us.).— Ingl. paradise. Ital.",paraiso,,168.0
1693,Parçaria,paɾsaɾia,parceria,pɐɾ.sɨ.ˈɾi.ɐ,partnership,noun,,,,"Parçaria, parceria.",parceria,,168.0
1694,Parè,paɾeː,parir,,give birth,verb,,,,"Paro, parir. Paridura, parto (t. us.).",parir,,168.0
1695,Paridura,paɾiduɾa,parto,ˈpaɾ.tu,childbirth,noun,,,,,parto,,
1696,Parecè,paɾeseː,"parecer, aparecer",,"look like, appear",noun,,,,"Parece, parcé, parecer, apparecer. Parecer, parcer, apparencia, figura. Pareço,","parecer, apparecer",,168.0
1697,parcé,paɾseː,"parecer, aparecer",,"look like, appear",noun,,,,"Parece, parcé, parecer, apparecer. Parecer, parcer, apparencia, figura. Pareço,","parecer, apparecer",,168.0
1698,Parecer,paɾeseɾ,"aparência, figura",,"appearance, look",noun,,,,,"aparência, figura",,
1699,parcer,paɾseɾ,"aparência, figura",,"appearance, look",noun,,Dialetal Portuguese Algarve,,,"aparência, figura",,
1700,Pareço,paɾeso,"aparição, visão",,"apparition, vision",noun,,,,"apparição, visão. Parecemen-to, parcemento, paricimen-to, apparecimento, apparencia. Dial. algarv. parcer.","apparição, visão",,168.0
1701,Parecemento,paɾesemento,"aparecimento, aparência",,"appearance, look",noun,,,,,"apparecimento, apparencia",,
1702,parcemento,paɾsemento,"aparecimento, aparência",,"appearance, look",noun,,,,,"apparecimento, apparencia",,
1703,paricimento,paɾisimento,"aparecimento, aparência",,"appearance, look",noun,,,,,"apparecimento, apparencia",,
1704,Parentelha,paɾenteʎa,parentela,,kinship,noun,,,,"Parentelha, parentela.",parentela,,168.0
1705,Parentes,paɾentes,pais,,parents,noun,English,,,"Parentes, pães. — Infl. do ingl.",pais,,168.0
1706,Parentesca,paɾenteska,parentesco,pɐ.ɾẽ.ˈteʃ.ku,kinship,adjective,,,,"Parentesca, parentesco.",parentesco,,168.0
1707,Parol,paɾol,parola,,jabber,noun,,,"O Bruffador, ii periódico","Parol {Br. 2), parola.",parola,,168.0
1708,Paroliero,paɾolieɾo,paroleiro,,talkative person,noun,,,,"Paroliero, paroleiro.",paroleiro,,168.0
1709,Parpora,paɾpoɾa,púrpura,ˈpuɾ.pu.ɾɐ,purple,noun,,,,"Parpora, purpura.",púrpura,,168.0
1710,Parque,paɾke,porque,ˈpuɾ.kɨ,because,conjunction,,,,"Parque, parqui (p. us.),porque.",porque,pouco usado,168.0
1711,parqui,paɾki,porque,ˈpuɾ.kɨ,because,conjunction,,,,"Parque, parqui (p. us.),porque.",porque,pouco usado,168.0
1712,Parrà,paraː,parar,,stop,verb,,,,"Parra, parar (mais us.).",parar,,168.0
1713,Pàrtei,paːɾtei,parte,ˈpaɾ.tɨ,part,noun,,,,"Pàrtei (p. us.), parte.",parte,pouco usado,168.0
1714,Parte-possuidor,paɾte posuidoɾ,acionista,,shareholder,noun,English,,,Parte-possuidoraccionista.— Infl. do ingl. share-holder. Cfr. novas-papella.,acionista,,168.0
1715,Paçá,pasaː,passar,pɐ.ˈsaɾ,pass,verb,,,"O Bruffador, ii periódico","Pasá (f), passar. Passagè, passajo, pasajo, passai, passei {Br. 2), passagem, passo, caso; trato. Passa, passado, ex.: passa sabbado.",passar,,168.0
1716,Passagè,pasad̠ʒeː,"passagem, passo, caso, trato",,"passage, step, case, handling",noun,,,,,"passagem, passo, caso; trato",,
1717,passajo,pasad̠ʒo,"passagem, passo, caso, trato",,"passage, step, case, handling",noun,,,,,"passagem, passo, caso; trato",,
1718,pasajo,pazad̠ʒo,"passagem, passo, caso, trato",,"passage, step, case, handling",noun,,,,,"passagem, passo, caso; trato",,
1719,passai,pasai,"passagem, passo, caso, trato",,"passage, step, case, handling",noun,,,,,"passagem, passo, caso; trato",,
1720,passei,pasei,"passagem, passo, caso, trato",,"passage, step, case, handling",noun,,,,,"passagem, passo, caso; trato",,
1721,Passá,pasaː,passado,,past,noun,,,,,passado,,
1722,Pascencia,pasensia,paciência,pɐ.ˈsjẽ.sjɐ,patience,noun,,,,Pascencia. V. pacencia.,paciência,,168.0
1723,Pasco,pasko,Páscoa,,easter,noun,,,,"Pasço, paschoa (t. us.).",paschoa,,168.0
1724,Pascoa-tempo,paskoa tempo,tempo pascal,,easter time,noun,,,,"Paschoa-tempo, tempo pas-chal.",tempo pascal,,168.0
1725,Passangeiro,pasand̠ʒeiɾo,passageiro,,passenger,noun,English,,,"Passangeiro, passageiro.— Infl. do ingl. passanger. Gfr. messangeiro.",passageiro,,168.0
1726,Passante,pasante,passado,,past,adjective,,,,"Passante, passado. Gfr. ca-vente.",passado,,168.0
1727,Passavel,pasaʋel,"sofrível, tolerável",,tolerable,adjective,English,,,"Passavel, soffrivel, tolerável. — Ingl. passable.","soffrivel, tolerável",,168.0
1728,Pastro,pastɾo,"pássaro, ave",,bird,noun,,,,,pássaro, ave,
1729,pastor,pastoɾ,"pássaro, ave",,bird,noun,,,,,pássaro, ave,
1730,Pasteá,pasteaː,"pastar, apascentar.",,graze,verb,Macao creole,,"O Bruffador, i periódico","Pasteá, pastar; apascentar. Pastempo, passatempo. Pastro, pastor {Br. i), pássaro; ave (desus.). Pastrinho, pasterinho, pastronélè, passarinho. Pastro: dial. mac. Gfr. lastro. Pássaro &gt; *pass'ro &gt;■ pastro.","pastar, apascentar Pastempo, passatempo Pastro, pastor {Br i), pássaro, ave (desus) Pastrinho, pasterinho, pastronélè, passarinho Pastro: dial mac Gfr lastro Pássaro &gt, *pass'ro &gt,■ pastro",,168.0
1731,Pastempo,pastempo,passatempo,pa.sɐ.ˈtẽ.pu,hobby,noun,,,,,passatempo,,
1732,Pastrinho,pastɾiɲo,passarinho,,birdie,noun,,,,,passarinho,,
1733,pasterinho,pasteɾiɲo,passarinho,,birdie,noun,,,,,passarinho,,
1734,pastronélè,pastɾoneːleː,passarinho,,birdie,noun,,,,,passarinho,,
1735,Pastro,pastɾo,pastor,,shepherd,noun,,,Novo testamento,"Pastro {N. T.), pastúr (fórm. mod.), pastor (t. us.).",pastor,,168.0
1736,pastúr,pastuːɾ,pastor,,shepherd,noun,,,Novo testamento,"Pastro {N. T.), pastúr (fórm. mod.), pastor (t. us.).",pastor,,168.0
1737,Pateca,pateka,melancia,mɨ.lɐ̃.ˈsi.ɐ,watermelon,noun,,Old Portuguese,,"Pateca, melancia. Gomm. —",melancia,,169.0
1738,Patriarco,patɾiaɾko,patriarca,,patriarch,noun,,Old Portuguese,,"Patriarolio, patriarcha; Cfr. evangelisto, psalmisto. Patta, atado, embrulho. — Singl. m^fer ipottaniya).",patriarca,,169.0
1739,Patta,patːa,"atado, embrulho",,"tied, package",adjective,Sinhala,,,,"atado, embrulho",,
1740,Paun,paun,libra,,pound,noun,English,,,"Paun, libwi. — Ingl. pound.",libra,,169.0
1741,Pavi,paʋi,pavio,pɐ.ˈvi.u,candle wick,noun,,,,"Pavi, pavio. Pavità, espevitar.",pavio,,169.0
1742,Péci,peːsi,peixe,ˈpɐj.ʃɨ,fish,noun,Macao creole,,,"Péoi, pési, peixe. Péci: dial. mac.",peixe,,169.0
1743,pési,peːzi,peixe,ˈpɐj.ʃɨ,fish,noun,Macao creole,,,"Péoi, pési, peixe. Péci: dial. mac.",peixe,,169.0
1744,Peçonhoto,pesoɲoto,animal peçonhento,,poisonous animal,noun,,,,"Peçonhoto, animal peçonhento.",animal peçonhento,,169.0
1745,Pécora,peːkoɾa,ovelha,,sheep,noun,Italian,,Cantigas,"Pécora (C A), ovelha. — Ital.",ovelha,,169.0
1746,Péder,peːdeɾ,pedra,,stone,noun,,,Istori de San Clear,"Péder (S. C), pedra.",pedra,,169.0
1747,Pederia,pedeɾia,pedraria,,quarry,noun,,,,"Pederia, pedria, pedraria.",pedraria,,169.0
1748,pedria,pedɾia,pedraria,,quarry,noun,,,,"Pederia, pedria, pedraria.",pedraria,,169.0
1749,Peditória,peditoːɾia,peditório,,peditory,noun,,,,"Peditória, peditóri, pide-tória, peditório. V. piatóri. Cfr. ódia; almári.",peditório,,169.0
1750,peditóri,peditoːɾi,peditório,,peditory,noun,,,,"Peditória, peditóri, pide-tória, peditório. V. piatóri. Cfr. ódia; almári.",peditório,,169.0
1751,pidetória,pidetoːɾia,peditório,,peditory,noun,,,,"Peditória, peditóri, pide-tória, peditório. V. piatóri. Cfr. ódia; almári.",peditório,,169.0
1752,Pedrejà,pedɾed̠ʒaː,apedrejar,ɐ.pɨ.dɾɨ.ˈʒaɾ,stone,verb,,,,"Pedrejà, pedreyà, pedriá (mais us.), apedrejar. Cfr./estia, subia.",apedrejar,,169.0
1753,pedreyà,pedɾejaː,apedrejar,ɐ.pɨ.dɾɨ.ˈʒaɾ,stone,verb,,,,"Pedrejà, pedreyà, pedriá (mais us.), apedrejar. Cfr./estia, subia.",apedrejar,,169.0
1754,pedriá,pedɾiaː,apedrejar,ɐ.pɨ.dɾɨ.ˈʒaɾ,stone,verb,,,,"Pedrejà, pedreyà, pedriá (mais us.), apedrejar. Cfr./estia, subia.",apedrejar,,169.0
1755,Pegado,pegado,afetado de doença,,disease,adjective,,,,"Pegado, aftectado de doença.",aftectado de doença,,169.0
1756,Pégados,peːgados,pegadas,,footprint,adjective,,,,"Pegados, pegadas.",pégadas,,169.0
1757,Pei,pei,pé,ˈpɛ,foot,noun,,Portuguese-based creoles of Indian mainland,,"Pei, pé (t. us.). Dialectal no cont.",pé,,169.0
1758,Pelegrino,pelegɾino,peregrino,,pilgrimage,noun,,,,"Pelegrinb, peregrino. — Por dissimil. Cfr. franc. pélerin.",peregrino,,169.0
1759,Péli,peːli,pele,ˈpɛ.lɨ,skin,noun,,,,"Péli, pelle.",pele,,169.0
1760,Pelo,pelo,por,puɾ,by,preposition,,,,"Pelo (ant.), por.",por,,169.0
1761,Pelour,pelouɾ,pelouro,pɨ.ˈlow.ɾu,pellet,noun,,,,"Pelour, pelouro. Cfr. dar.",pelouro,,169.0
1762,Penerá,peneɾaː,peneirar,pɨ.nɐj.ˈɾaɾ,sift,verb,,,,"Penerá, peneirar.",peneirar,,169.0
1763,Pénès,peːneːs,penas,,feather,noun,,,,"Pénès, pànès (p. us.), penas (mais us.).",penas,pouco usado,169.0
1764,pànès,paːneːs,penas,,feather,noun,,,,"Pénès, pànès (p. us.), penas (mais us.).",penas,pouco usado,169.0
1765,Penetenti,penetenti,penitente,,penitent,noun,,,"O Bruffador, i periódico","Penetenti {Br. i ), penitente.",penitente,,169.0
1766,Péshon,peːʃon,pensão,,pension,noun,English,,,Pension (pron. pénshon)^ pensão. — Ingl.,pensão,,169.0
1767,Pequinino,pekinino,pequeno,pɨ.ˈke.nu,small,adjective,"Cochin creole, Mangalor creole",,,"Pequinino, pequeno. Dial. cochmang. V. piquin.",pequeno,,169.0
1768,Pequino,pekino,"pequeno, mais novo",,"small, younger",adjective,,,,"Pequino, pequeno; mais novo íinfl. indig.).","pequeno, mais novo",,169.0
1769,Per,peɾ,"para, ao",,to,preposition,,"Old Portuguese, Dialectal Portuguese, Norte",Istori de San Clear,"Per, pêra, perè (5. C), para, ao. — Pêra: port. arch. e Dialetal Portuguese. no Norte.","para, ao",,169.0
1770,pera,peɾa,"para, ao",,to,preposition,,"Old Portuguese, Dialectal Portuguese, Norte",Istori de San Clear,"Per, pêra, perè (5. C), para, ao. — Pêra: port. arch. e Dialetal Portuguese. no Norte.","para, ao",,169.0
1771,perè,peɾeː,"para, ao",,to,preposition,,"Old Portuguese, Dialectal Portuguese, Norte",Istori de San Clear,"Per, pêra, perè (5. C), para, ao. — Pêra: port. arch. e Dialetal Portuguese. no Norte.","para, ao",,169.0
