SriLanka_creole,phonetic_transcription,Portuguese_definition,English_definition,pos,Related_languages,pt_related annotations,sources,original_full_entry,original_Portuguese_definition,original_linguistic_notes,page
Luminário,luminaːɾio,"relâmpago, raio",lightning bolt,noun,,,,"Luminário, luminairo, lu-m'nario, relâmpago; raio.— Do port. luminária.","relâmpago, raio",,161.0
luminairo,luminaiɾo,"relâmpago, raio",lightning bolt,noun,,,,"Luminário, luminairo, lu-m'nario, relâmpago; raio.— Do port. luminária.","relâmpago, raio",,161.0
lum'nario,lumənaɾio,"relâmpago, raio",lightning bolt,noun,,,,"Luminário, luminairo, lu-m'nario, relâmpago; raio.— Do port. luminária.","relâmpago, raio",,161.0
Luzé,luzeː,luzir,shine,verb,,,,"Luzé, luzir. Luzindo, luzente.",luzir,,161.0
Luzindo,luzindo,luzente,glowing,adjective,,,,,luzente,,
Maas,mas,mais,more,adverb,,,,"Maas, mais. Mais us. más.",mais,,161.0
Mação,masaːo,mansão,mansion,noun,,,,"Mação, mansão. Cfr. moção.",mansão,,161.0
Macéo,maseːo,mancebo,young man,noun,,,,"Macéo, mancebo. &gt; * maceto (dial. de Mahé) &gt; *macêwo (ou massavo, q. v.) &gt; *macéw &gt; macéo. Cfr. beudo.",mancebo,,161.0
Machicá,mat̠ʃikaː,machucar,hurt,verb,,,,Machicá machucar.,machucar,,161.0
Mexin,meʃin,máquina,machine,noun,English,,,Machine (pron. mexin)^ ma-china. — Ingl.,máquina,,161.0
Macho-criancè,mat̠ʃo kɾianseː,"criança do sexo masculino, menino","male child, boy",noun,,,,"Macho-criancè, creança do sexo masculino; menino.","criança do sexo masculino, menino",,161.0
Màdam,maːdam,madama,madam,noun,English,,,"Màdam, madama. — Ingl.",madama,,161.0
Madergà,madeɾgaː,madrugar,get up early,verb,,,,"Madergà, madrugar. Cfr. abersá.",madrugar,,162.0
Mademá,mademaː,"madornar, modorrar",slumber,verb,,,,"Mademá, madornar, mo-dorrar.","madornar, modorrar",,162.0
Mafatría,mafatɾiːa,malfeitoria,malfeasance,noun,,,,"Mafatría, malfeitoria.",malfeitoria,,162.0
Magovà,magoʋaː,magoar,hurt,verb,,,,"Magovà, maguvà, maguar. Cfr. ruviná, perdová.",maguar,,162.0
maguvà,maguʋaː,magoar,hurt,verb,,,,"Magovà, maguvà, maguar. Cfr. ruviná, perdová.",maguar,,162.0
Mai,mai,mãe,mother,noun,Capeverdean creole,,,"Mai, mãe. Dial. de Mahé, cab. T. em mirandês.",mãe,,162.0
Mainato,mainato,lavadeiro,laundryman,noun,"Kannada, Konkani, Tamil",All Portuguese-based creoles of India,,"Mainato, maynato, lavadeiro. «Maynato, que he lavador de roupa». Gare. «E maynatos que são homêes que lavão roupa». Chron. de Bisn.",lavadeiro,,162.0
Maisdiante,maizdiante,antes (tempo),before (time),adverb,,,,"Maisdiante, antes (tempo).",antes (tempo),,162.0
Maisque,maiske,"por mais que, ainda que",even though,preposition,Macao creole,,,"Maisque, masque, (mais us.), por mais que, ainda que, mas se. Dial. mac. masqui, que, segundo o sr. Marques Pereira, vem do malaio. Mas David Haex {Dictionarium Malaico-Latinum et Latino-Malaicum) diz o contrario: « Quanvis ita sii: mas que. Quanto magis: quanto mas».","por mais que, ainda que",,162.0
masque,maske,"por mais que, ainda que",even though,preposition,Macao creole,,,"Maisque, masque, (mais us.), por mais que, ainda que, mas se. Dial. mac. masqui, que, segundo o sr. Marques Pereira, vem do malaio. Mas David Haex {Dictionarium Malaico-Latinum et Latino-Malaicum) diz o contrario: « Quanvis ita sii: mas que. Quanto magis: quanto mas».","por mais que, ainda que",,162.0
Majestado,mad̠ʒestado,majestade,majesty,noun,,,,"Majestade, majestade.",majestade,,162.0
Major,mad̠ʒoɾ,maior,bigger,adjective,,,,"Major, maior. Mais vis. mais grande.",maior,,162.0
Mal,mal,"mal, mau",bad,adverb,,,,"Mal, mal; mau (desus.).","mal, mau",,162.0
Maldiçansa,maldisansa,maledicência,slander,noun,,,,"Maldiçansa {Br. 2), maledicência.",maledicência,,162.0
Maldiçoà,maldisoaː,amaldiçoar,curse,verb,,,,"Maldiçoã, maldiçà, amaldiçoar.",amaldiçoar,,162.0
maldiçà,maldisaː,amaldiçoar,curse,verb,,,,"Maldiçoã, maldiçà, amaldiçoar.",amaldiçoar,,162.0
Malfetor,malfetoɾ,malfeitor,malefactor,noun,,,,"Malfetor, malfeitor.",malfeitor,,162.0
Malino,malino,maligno,malignant,adjective,,Old Portuguese,,"Malino, maligno. — Port. arch.",maligno,,162.0
Mal-prestado,mal pɾestado,insolente,insolent,adjective,Macao creole,,,"Mal-prestado, insolente^ Dial. mac. = desleixado.",insolente,,162.0
Malusancia,maluzansia,"mau uso, abuso","misuse, abuse",adjective,,,,"Malusancia, mau uso, abuso' (desus.).","mau uso, abuso",,162.0
Mamma,mama,mamã,mom,noun,English,,,"Mamma, ma, mamã. — Ingl.",mamã,,162.0
ma,ma,mamã,mom,noun,English,,,"Mamma, ma, mamã. — Ingl.",mamã,,162.0
Man,man,mão,hand,noun,,,,"Man (fórm. mod.), mão.",mão,,162.0
Man',manə,mande,,,,,,"Man' (poet.), mande.",mande,poético,162.0
Mandemento,mandemento,mandamento,commandment,noun,,,,"Mandemento, mandamento.",mandamento,,162.0
Manduco,manduko,rã,frog,noun,"Macao creole, Tamil",,,"Manduco, rã. Dial. mac.—",rã,,162.0
Mangue,mange,manga,sleeve,noun,Malayalam,,,"Mangue, manga. — Mali. *^\A\ (mámgâ).",manga,,162.0
Manhão,maɲaːo,manhã,morning,noun,Cochin creole,,,"Manhão, manhã. Dial. coch. Cfr. amanhão, palmiáo.",manhã,,162.0
Ment'l,mentəl,manto,mantle,noun,English,,,"Mantle (pron. ment'l)^ màn-tel, manto. — Ingl. mantle.",manto,,162.0
Manhecé,maɲeseː,amanhecer,sunrise,verb,,,,"Manhecé, manecô, amanhecer. Cfr. con'cê.",amanhecer,,162.0
manecê,maneseː,amanhecer,sunrise,verb,,,,"Manhecé, manecô, amanhecer. Cfr. con'cê.",amanhecer,,162.0
Manéja,maneːd̠ʒa,"administrador, gerente",manager,noun,English,,,"Maneja (Br. 2), manejador, administrador, gerente.—'Ingl. manager.","administrador, gerente",,162.0
manejador,maned̠ʒadoɾ,"administrador, gerente",manager,noun,English,,,"Maneja (Br. 2), manejador, administrador, gerente.—'Ingl. manager.","administrador, gerente",,162.0
Mão-em-mão,maːo em maːo,de mãos dadas,holding hands,adverb,English,,,"Mão-em-mão, de mãos dadas. — Ingl. hand in hand.",de mãos dadas,,162.0
Mép,meːp,mapa,map,noun,English,,,Map (pron. mép)^ mappa. — Ingl.,mappa,,162.0
Mará,maɾaː,"amarrar, compor, fabricar","tie, compose, manufacture",verb,Macao creole,,,"Mara, marra, amarrar; compor; fabricar. Marado {adj.}, composto (livro); (subst.) amarrado, feixe. Maradura, amarra. Mara: dial. mac.","amarrar, compor, fabricar",,162.0
marrá,maraː,"amarrar, compor, fabricar","tie, compose, manufacture",verb,Macao creole,,,"Mara, marra, amarrar; compor; fabricar. Marado {adj.}, composto (livro); (subst.) amarrado, feixe. Maradura, amarra. Mara: dial. mac.","amarrar, compor, fabricar",,162.0
Marado,maɾado,"composto (livro), amarrado, feixe","composite (book), tied, bundle",adjective,,,,,"composto (livro), amarrado, feixe",,
Maradura,maɾaduɾa,amarra,brace,noun,,,,,amarra,,
Mára,maːɾa,maré,tide,noun,,,,"Mara, maré, mar. Cfr. hi-gára, cujéra.",mar,,162.0
marè,maɾeː,mar,sea,noun,,,,"Mara, maré, mar. Cfr. hi-gára, cujéra.",mar,,162.0
Martch,maɾt̠ʃ,março,march,noun,English,,,"Marcli, março. — Ingl.",março,,162.0
Marello,maɾelo,amarelo,yellow,adjective,,"Diu creole, Daman creole",,"Marello, amarello.Dial. nort.",amarello,,162.0
Marga,maɾga,amargo,bitter,adjective,,,,"Marga, amargo. Us. n'a fórm. feminina. T. subs.: nehum marga = nenhuma amargura. Margôra, amargura. Margo-so, amargoso.",amargo,,162.0
Margôra,maɾgoːɾa,amargura,bitterness,noun,,,,,amargura,,
Margoso,maɾgozo,amargoso,bitter,adjective,,,,,amargoso,,
Márgu,maːɾgu,magro,thin,adjective,,,,"Márgu, magro.",magro,,162.0
Mármor,maːɾmoɾ,mármore,marble,noun,,,,"Mármor, màrmar, mármore.",mármore,,163.0
màrmar,maːɾmaɾ,mármore,marble,noun,,,,"Mármor, màrmar, mármore.",mármore,,163.0
Martellè,maɾteleː,martelo,hammer,noun,,,,"Martellè, martél, martello.",martelo,,163.0
martél,maɾteːl,martelo,hammer,noun,,,,"Martellè, martél, martello.",martelo,,163.0
Mártyro,maːɾtiɾo,mártir,martyr,adjective,,,,"Mártyro, martyr (t. us.). Cfr. prai^eiro.",martir,,163.0
Marvia,maɾʋia,"maravilha, travessura, manha","wonder, mischief",noun,,,,"Marvia, maravilha; travessura, manha. Marvioso, maravilhoso.","maravilha, travessura, manha",,163.0
Marvioso,maɾʋiozo,maravilhoso,wonderful,adjective,,,,,maravilhoso,,
Marvilha,maɾʋiʎa,"maravilha, maravilhoso","marvel, marvelous",noun,,,,"Marvilha, maravilha; maravilhoso. Marvilhà, maravi-Ihar-se.","maravilha, maravilhoso Marvilhà, maravi-Ihar-se",,163.0
Marvilhà,maɾʋiʎaː,maraviIhar-se,marvel,verb,,,,,maraviIhar-se,,
Más,maːs,mais,more,adverb,"Capeverdean creole, Cochin creole, Macao creole",Portuguese-based creoles of Indian mainland,,"Más, mais (t. us.). Dial. cochmac, cab. Dialectal no cont. Masante, mais antes: antes, ha tempo. Mascomtudo, com-tudo, porém (desus.). Masdian-te, antes (tempo passado). Masque. V. maisque.",mais,,163.0
Masante,mazante,"antes, há tempo",before,adverb,,,,,"antes, há tempo",,
Mascomtudo,maskomtudo,"contudo, porém",however,adverb,,,,,"contudo, porém",,
Masdiante,mazdiante,antes (tempo passado),before (past tense),adverb,,,,,antes (tempo passado),,
Maçabado,masabado,"mancebia, amancebamento",concubinage,noun,,,,"Masabado (f), mancebia, amancebamento.","mancebia, amancebamento",,163.0
Maslins,mazlins,malsins,complainants,noun,,,,Maslins (N.T.)^ malsins. Por matathese.,malsins,,163.0
Massà,masaː,"amassar, machucar, pisar","knead, hurt, step on",verb,,,,"Massa, amassar; machucar, pisar.","amassar, machucar, pisar",,163.0
Massavo,masaʋo,mancebo,young man,noun,,,,Massavo {Br. 2). V. macéo.,mancebo,,163.0
Mástri,maːstɾi,mestre,master,noun,,,,Mástri (C A.). V. méstri.,mestre,,163.0
Masvinho,masʋiɲo,mancebinho,little boy,noun,,,,"Mas vinho, mancebinho. &gt; '*mansbinho &gt; *inasbinho &gt; masvinho. Cfr. macéo.",mancebinho,,163.0
Matação,matasaːo,homicídio,homicide,noun,,,,"Matacão, homicidio. Matança, homicídio; matadoiro.",homicidio,,163.0
matança,matansa,homicídio,homicide,noun,,,,"Matacão, homicidio. Matança, homicídio; matadoiro.",homicidio,,163.0
Matches,mat̠ʃes,fósforos,matches,noun,English,,,"Matches, phosphoros. — Ingl.",phosphoros,,163.0
Mate,mate,"barro, terra vegetal","clay, vegetable earth",noun,"Macao creole, Goa creole",,,"Mate, barro, terra vegetal. Gomm. T. em Macao creole e Gôa: Prak. TlfFÍT  {mâti),  sansk.","barro, terra vegetal",,163.0
Matinha,matiɲa,sarça,brier,noun,,,,"Matinha, sarça.—De matto.",sarça,,163.0
Métres,meːtɾes,colchão,mattress,noun,English,,,"Mattress (pron. métres), colchão. — Ingl.",colchão,,163.0
Mêi,meːj,maio,may,noun,English,,,"May (pron mt'i), maio. — Ingl.",maio,,163.0
Medè,medeː,medir,measure,verb,,,,"Mede, medir. Cír. pidê.",medir,,163.0
Media,media,meio-dia,midday,noun,,Dialetal Portuguese Alentejo,,"Media, meio-dia. — Dial. alemtej.",meio-dia,,163.0
Miting,miting,reunião,meeting,noun,English,All Portuguese-based creoles of India,,Meeting (pron. miting)^ reunião. Comm. — Ingl.,reunião,,163.0
Megoà,megoaː,"ameigar, mitigar","soften, mitigate",verb,,,,"Megoà, melgoá, ameigar; mitigar. MeGoa creoledor, mitigador.","ameigar, mitigar",,163.0
melgoá,melgoaː,"ameigar, mitigar","soften, mitigate",verb,,,,"Megoà, melgoá, ameigar; mitigar. MeGoa creoledor, mitigador.","ameigar, mitigar",,163.0
Megoador,megoadoɾ,mitigador,mitigator,noun,,,,,mitigador,,
Meido,meido,medo,fear,noun,,,,"Meido (fórm. mod.), medo. Cfr. deido.",medo,forma moderna,163.0
Melhoramente,meʎoɾamente,melhormente,better,adverb,,,,"Melhoramente, melhor-mente.",melhormente,,163.0
Mellifluoso,melifluozo,melífluo,mellifluous,adjective,,,,"Mellifluoso, mellifluo. Cfr. varioso, serioso.",mellifluo,,163.0
Memo,memo,mimo,cuddle,noun,,,,"Memo, mimo. Memoso, mimoso.",mimo,,163.0
Memoso,memozo,mimoso,delicate,adjective,,,,,mimoso,,
Mentè,menteː,mentir,lie,verb,,,,"Mente, mentir.",mentir,,163.0
Méo,meːo,meio,"half, middle",adjective,Macao creole,,,"Méo, meio. Dial. mac. Cfr. chéo, féo.",meio,,163.0
Mercacia,meɾkasia,"mercancia, mercadoria",merchandise,noun,,,,"Mercacia, mercancia. Cfr. mudana.","mercancia, mercadoria",,163.0
Mercadeira,meɾkadeiɾa,mercadora,merchant,noun,,,,"Mercadeira, mercadora. Cfr. servideira.",mercadora,,163.0
Mercê,meɾseː,merecer,deserve,verb,Diu creole,Dialectal Portuguese,,"Mercê, merecer. Dial. div. Mercemento, mercimento, mericemento, merecimento.— Mercer, mercimento: port. Dialetal Portuguese.",merecer,,163.0
Mercemento,meɾsemento,merecimento,worthiness,noun,,,,,merecimento,,
mercimento,meɾsimento,merecimento,worthiness,noun,,,,,merecimento,,
mericemento,meɾisemento,merecimento,worthiness,noun,,,,,merecimento,,
Merecê,meɾeseː,merecer,warrant,verb,,,,"Mereoê {Br. 2), mercê.",merecer,,163.0
Meritória,meɾitoːɾia,mérito,merits,noun,,,,"Meritória, mérito.",mérito,,163.0
Merón,meɾoːn,"veado, cervo",deer,noun,Konkani,,,"Merón, veado, cervo. Konk. 7J^  {merúm),  sansk.  *\i\ {mriga). Ethiop. Or.: merú.","veado, cervo",,163.0
Mès,meːs,mês,month,noun,,,,"Mès, méis, mez.",mês,,163.0
méis,meːjs,mês,month,noun,,,,"Mès, méis, mez.",mês,,163.0
Més,meːs,meias,socks,adjective,,,,"Mês, meias.",meias,,163.0
Méssa,meːsa,mesa,table,noun,,,,"Méssa, mesa (mais us.). Em singl. Hfl {mèse).",mesa,,163.0
Messá,mesaː,ameaçar,threaten,verb,,Old Portuguese,,"Messá, ameaçar. — Port. arch. ameçar.",ameaçar,,163.0
Messangeiro,mesand̠ʒeiɾo,mensageiro,messenger,noun,English,"Diu creole, Daman creole",,"Messangeiro, massen-geiro (p. us.), massangeiro, messageiro. Massangeiro: dial. nort.—Infl. do ingl. messenger ? Cfr. passangeiro.","massangeiro, messageiro",pouco usado,163.0
massengeiro,masend̠ʒeiɾo,mensageiro,messenger,noun,English,"Diu creole, Daman creole",,"Messangeiro, massen-geiro (p. us.), massangeiro, messageiro. Massangeiro: dial. nort.—Infl. do ingl. messenger ? Cfr. passangeiro.","massangeiro, messageiro",pouco usado,163.0
Mestre,mestɾe,"mestre, médico","master, doctor",noun,Macao creole,,,"Mestre, méstri, mestre; medico, especialmente hervana-","mestre, medico",,163.0
méstri,meːstɾi,"mestre, médico","master, doctor",noun,Macao creole,,,"Mestre, méstri, mestre; medico, especialmente hervana-","mestre, medico",,163.0
Metade,metade,"metade, meio","half, middle",noun,,,,"Metade, metai {Br. 2), metade; meio {adj.).","metade, meio",,164.0
metai,metai,"metade, meio","half, middle",noun,,,,"Metade, metai {Br. 2), metade; meio {adj.).","metade, meio",,164.0
Methodisto,metodisto,metodista,methodist,noun,,,,"Methodisto, methodista. Gfr. escrito, evangelisto.",methodista,,164.0
Milagrioso,milagɾiozo,milagroso,miraculous,adjective,,,,"Milagrioso (C. ^.), milagroso. Cfr. guerrioso.",milagroso,,164.0
Mail,mail,milha,mile,noun,English,,,"Mile (pron. mail), milha.— Ingl.",milha,,164.0
Militàrio,militaːɾio,militar,military,adjective,,,,"Militàrio {Br. 2), militar.",militar,,164.0
Millions,milions,milhões,millions,numeral,English,,,"Millions, milhões. — Ingl.",milhões,,164.0
Mils,mils,"mil, milhares","thousand, thousands",numeral,,,,"Mils, mil; milhares.","mil, milhares",,164.0
Mimôri,mimoːɾi,memória,memory,noun,"Macao creole, Mangalor creole",,,"Mimôri, memoria. Dial. mangmac. mêmori. Cfr. istôri.",memoria,,164.0
Minguação,minguasaːo,míngua,scarcity,noun,,,,"Minguação, mingua.",mingua,,164.0
Minha,miɲa,"meu, minha","my, mine",POSS,,,,"Minha, minhè, meu (p. us.), minha.","meu, minha",pouco usado,164.0
minhè,miɲeː,"meu, minha","my, mine",POSS,,,,"Minha, minhè, meu (p. us.), minha.","meu, minha",pouco usado,164.0
Ministeiro,ministeiɾo,ministério,ministry,noun,,,,"Ministeiro (TV. J"".), ministério.",ministério,,164.0
Ministração,ministɾasaːo,ministério,ministry,noun,,,,"Ministraçào, ministério. — Deriv. reg.",ministério,derivado,164.0
Minté,minteː,mentir,lie,verb,,,,"Minté, mentir. Minteira, mentira (t. us.). Minteroso, mintroso, mentiroso.",mentir,,164.0
Minteira,minteiɾa,mentira,lie,noun,,,,,mentira,,
Minteroso,minteɾozo,mentiroso,liar,adjective,,,,,mentiroso,,
mintroso,mintɾozo,mentiroso,liar,adjective,,,,,mentiroso,,
Minuito,minuito,minuto,minute,noun,English,,,"Minuito (Br. 2), minuto.— Infl. do ingl. minuit.",minuto,,164.0
Mira,miɾa,mirra,myrrh,noun,,,,"Mira, myrrha.",mirra,,164.0
Misaravel,mizaɾaʋel,miserável,miserable,adjective,,,,"Misaravel, misravel, miserável.",miserável,,164.0
misravel,mizɾaʋel,miserável,miserable,adjective,,,,"Misaravel, misravel, miserável.",miserável,,164.0
Misinha,miziɲa,"mezinha, remédio em geral","tradicional medicine, medicine in general",noun,Macao creole,Dialectal Portuguese,,"Misinha, mezinha, remédio em geral. Dial. mac. e port. Dialetal Portuguese. na signif.","mezinha, remédio em geral",,164.0
Misricordia,mizɾikoɾdia,misericórdia,mercy,noun,,,,"Misricordia, misrecordia (fi7«í.), misericórdia. Misri-oordioso, misericordioso.",misericórdia,,164.0
misrecordia,mizɾekoɾdia,misericórdia,mercy,noun,,,,"Misricordia, misrecordia (fi7«í.), misericórdia. Misri-oordioso, misericordioso.",misericórdia,,164.0
Misricordioso,mizɾikoɾdiozo,misericordioso,merciful,noun,,,,,misericordioso,,
Misté,misteː,"convém, deve",it should,verb,"Cochin creole, Macao creole, Mangalor creole",,,"Misté, mista, é mister; convém, deve. Mistia, era mister; devia. Mistem (poet.), é mister ser. Mistê: dial. cochmangmac.","convém, deve",poético,164.0
mista,mista,"convém, deve",it should,verb,"Cochin creole, Macao creole, Mangalor creole",,,"Misté, mista, é mister; convém, deve. Mistia, era mister; devia. Mistem (poet.), é mister ser. Mistê: dial. cochmangmac.","convém, deve",poético,164.0
Mistia,mistia,devia,it should,verb,,,,,devia,,
Mistem,mistem,deverá,it should,verb,,,,,deverá,,
Mistrá,mistɾaː,misturar,shuffle,verb,,,,"Mistrá, misturar.",misturar,,164.0
Moça,mosa,"serva, escrava","handmaid, slave",noun,,,,"Moça, serva, escrava.","serva, escrava",,164.0
Moção,mosaːo,"monção, estação","monsoon, season",noun,,,,"Moção, monção, estação. Cfr. mação. «Monçam ou monção designava geralmente o vento dominante em períodos determinados, mas a palavra árabe mansim, da qual se derivou, significava propriamente estação». Conde de Ficalho em nota a Gare.","monção, estação",,164.0
Mofiná,mofinaː,amofinar-se,fuss,verb,,,,"Mofina, amofinar-se.",amofinar-se,,164.0
Moito,mojto,muito,very,adjective,,,,"Moito, muito (mais us.).",muito,,164.0
Moleira,moleiɾa,mioleira,brain,noun,,,,"Moleira, mioleira. Cfr. pri-soneiro.",mioleira,,164.0
Molgá,molgaː,amolgar,dent,verb,,,,"Molgá, amolgar.",amolgar,,164.0
Molyà,molʲaː,molhar,wet,verb,,,,"Moljà, molhar. Cfr. espaljâ.",molhar,,164.0
Molya,molʲa,mulher,woman,noun,,,,"Molja, mujà, mulher (t. us.).",mulher,,164.0
mujà,mud̠ʒaː,mulher,woman,noun,,,,"Molja, mujà, mulher (t. us.).",mulher,,164.0
Mónster,moːnsteɾ,monstro,monster,noun,English,,,"Mónster, monstro. — Ingl. ou por metathese.",monstro,,164.0
Montanho,montaɲo,montanha,mountain,noun,,,,"Montanho, montanha (t. us.).",montanha,,164.0
Mooi,mooj,tia,aunt,noun,Dutch,,,"Mooy (pron. mõi), tia. — Holl. moei.",tia,,164.0
Moradè,moɾadeː,morada,address,noun,,,,"Moradè, morado, morando, morança, moradura, morada. Cfr. diividança, cuidança.",morada,,164.0
morado,moɾado,morada,address,noun,,,,"Moradè, morado, morando, morança, moradura, morada. Cfr. diividança, cuidança.",morada,,164.0
morando,moɾando,morada,address,noun,,,,"Moradè, morado, morando, morança, moradura, morada. Cfr. diividança, cuidança.",morada,,164.0
morança,moɾansa,morada,address,noun,,,,"Moradè, morado, morando, morança, moradura, morada. Cfr. diividança, cuidança.",morada,,164.0
moradura,moɾaduɾa,morada,address,noun,,,,"Moradè, morado, morando, morança, moradura, morada. Cfr. diividança, cuidança.",morada,,164.0
Morra,mora,morar,live,verb,,,,"Morra, morar. Cfr. chorrá, virrá.",morar,,164.0
Morrendo,morendo,moribundo,dying,noun,,,,"Morrendo, moribundo. — Infl. do ingl.",moribundo,,164.0
Morro,moro,moiro,moorish,noun,Macao creole,,,"Morro, moiro. Dial. mac. moro.",moiro,,164.0
Mortajo,moɾtad̠ʒo,mortalha,shroud,noun,,,,"Mortajo, mortalha. Cfr. tra-vajo, ojo.",mortalha,,164.0
Mortià,moɾtiaː,amortalhar,shroud,verb,,,,"Mortià, amortalhar. Cfr. em-briá, traviá.",amortalhar,,164.0
Mostárdè,mostaːɾdeː,mostarda,mustard,noun,,,,"Mostàrdè, mostarda.",mostarda,,164.0
Mourdé,mouɾdeː,morder,bite,verb,,,,"Mourdé, morder (t. us.). Mourdindo (A^. 7"".), o morder.",morder,,164.0
Mourdindo,mouɾdindo,o morder,bite,noun,,,Novo testamento,,o morder,,
Movà,moʋaː,mover,move,verb,,,,"Mova, mover.",mover,,164.0
Muê,mueː,moer,mill,verb,,,,"Muê, muá, moer.",moer,,164.0
muá,muaː,moer,mill,verb,,,,"Muê, muá, moer.",moer,,164.0
